69862 16243
51019 31844 262431245
15000 18230 876954209
24022 10032 981184655
7234 45973 733651569
1220 16460 389218337
63166 6762 783527042
55470 33845 612621878
42073 33783 132329316
60344 10073 454038572
3190 58627 217168149
39814 36346 918142154
28175 60880 675222859
15114 32401 867167565
28106 34720 731753874
38228 15492 627522636
4973 69453 289294808
50076 39585 833771308
46778 64682 214402394
37939 5506 990398467
28621 27443 699341183
18474 1010 435783108
41076 59794 3058290
14653 52575 470341635
67069 33460 835784885
27148 29196 331141045
25845 22413 671846735
52721 25415 690834975
56166 64365 347962110
19612 11304 127016281
32795 55079 803924454
12236 23198 197528815
57829 21689 407990158
65326 46869 532973231
49712 16234 595738594
28773 46253 404284932
11012 31167 342965131
34103 54625 719135857
55780 4622 412249086
61213 17523 345333779
38189 46259 47009772
15167 65769 107960448
16079 4980 846851879
43338 20496 624292950
24530 28979 44470534
55585 20517 205781589
59672 49189 862795636
40027 23847 828433015
53651 35466 830699394
8798 22219 467388079
53944 62022 918817937
51815 67407 519374990
43080 35436 130707527
15553 45239 504864316
7959 2212 419622276
66674 15878 526119786
20476 33036 264060862
23320 18520 623795090
40485 51839 646007205
41611 34684 286358313
40020 28260 831851165
68816 54023 155764486
33784 14351 282817211
19016 55164 711877393
46053 41540 467011360
47995 24656 526391928
34196 49808 561350334
39895 4651 980574799
40627 11391 340303118
12984 33463 963525636
54239 35426 877601043
28324 8465 889129982
32617 27190 169178299
11605 54924 761465396
9036 34230 215198922
30710 16124 981556105
16263 17920 609924295
16858 29035 894970932
20988 49816 87387148
53311 21406 486195732
2478 54992 787857458
22574 15940 661121641
53762 42862 958949393
53363 46352 202583746
57927 13641 50093413
40834 69149 653546455
19046 63836 271576235
2106 7930 924672151
37259 64352 858472137
33653 51167 928525862
45103 62820 892942142
40815 65497 772458408
14041 4671 163027944
10980 5043 12490175
30172 54969 964955874
60614 43324 484844852
61812 7930 103455297
6716 17651 335320830
63021 13934 293473823
35019 62679 379581318
17530 57255 955495770
58871 51400 549647012
52184 21001 106978563
46341 59093 364211140
40280 58593 596649580
20587 66333 734836021
43334 38730 690847841
24463 9351 660004301
7189 49008 500610109
31709 41677 857887419
47208 58686 984559679
10701 51452 344019755
19270 32866 667773075
31463 14964 123945416
59303 22227 69860781
65817 4273 206691419
38962 21762 697837208
59330 7793 609227206
4419 52371 349867133
64615 55760 921643615
54133 60641 160919761
56050 40287 413942604
1331 60269 927326986
64071 17514 473414045
60771 65460 70818982
68004 35909 388974551
56995 26410 654241542
41256 68849 606831976
25214 2486 441148855
29160 22937 392693933
17544 37966 225113483
55138 22478 457540979
44946 52629 248715069
35968 10417 264228208
63748 44702 352479250
51743 23666 103965725
3724 11553 686913817
21657 64201 510892628
25125 54051 481823256
22716 59423 145269177
59480 46608 186294605
31690 32623 642956053
49141 22813 651828761
6841 6050 807779679
59422 45349 135039188
14428 32044 96758244
37575 5287 870852146
58573 12986 32899412
7708 24584 638563593
54215 45352 707140211
12968 45084 514969209
11845 59860 196551787
16376 51325 329560948
10042 48598 97048734
8714 40342 112519715
40373 57413 777119722
62693 4657 475588354
37827 44860 479950698
47501 32496 592068221
13412 56150 180089808
30620 4703 564107533
30744 46604 598205438
16410 28691 893756677
10005 6339 936064481
45090 27116 110539799
47859 58035 363108953
41813 13144 418199666
32796 53593 136917458
33373 34375 277300315
43251 36598 520793984
51444 56776 749702041
57321 11409 773922706
1867 3445 413401846
44756 49187 454453195
67413 40250 270209660
57224 28912 534010536
61210 41459 407011074
49388 6253 965529589
45721 19310 433479060
55800 58808 998158727
35434 28317 91431956
18609 14957 755387314
28382 43614 55001192
11567 33934 208564419
10635 56008 255458583
6301 42061 969792844
50604 23881 588430536
23525 31409 632095336
8094 63636 728005069
21169 50102 74503228
62856 19983 59642539
62606 2162 49074089
33909 60980 734316696
28215 40695 931447108
39952 26077 949380484
58049 35769 911076108
63114 50292 723333833
31939 481 667586354
20796 1214 878513332
14042 6579 644491618
38286 48052 759520607
41120 30788 670337770
52043 26344 720896250
69029 22490 128990768
58860 38136 300639687
28032 10033 167807434
47790 6752 759521721
45617 63101 969545611
28076 26687 65981487
3241 30609 914487438
3100 46955 952591946
18379 2313 115122689
56825 54290 788513804
52475 8015 635211053
57041 32177 370619901
18249 10139 546679638
38893 10456 16120483
59865 27691 212150680
52977 69509 748141882
1438 28146 78081976
30083 26006 226015792
68048 64608 528334355
61422 67419 817509128
52478 20535 935798841
67990 58273 721614859
37400 26670 542423297
41135 57606 795349583
8769 11118 808939703
14204 441 456559124
51312 68846 260377195
28289 57536 914526700
48584 32714 945634804
28816 68064 311603446
2615 28549 811988554
56682 60826 243189401
48214 30347 46250975
32048 5619 236855916
25503 63803 651553429
50912 63129 602253622
29981 27919 461223271
43827 5312 26980889
60171 5336 594482115
8647 44109 966834080
51005 64899 247311297
10689 13517 162540724
54037 26854 910388237
36220 1063 951818384
52582 65972 290891547
68428 17514 804217456
27999 22892 275657045
40450 19957 702185596
1610 31494 722734819
14858 25512 47791329
48833 41481 810407313
57619 58077 263975493
46000 26535 539331392
4297 1494 731925586
36147 3751 437265085
58801 6875 817110293
63716 51891 294602676
37976 36766 257653746
53423 67725 195442036
23030 66687 578901116
14156 27646 172923985
53291 34009 451383868
24683 24638 19136417
2888 52398 296083098
58591 57783 439100990
14717 6632 22492818
37256 24364 235729641
67675 396 478947793
44466 19930 140755194
38581 8091 784138061
38746 15576 407714059
52781 16778 288607768
16639 4797 183228703
57953 25265 1538557
47055 49390 730570526
41091 43292 755831333
41051 49793 38046131
52970 28649 497925827
23156 25224 72806412
6595 26920 45767533
52400 32229 540386458
29685 39068 84107451
58982 50645 824919192
61222 18134 66006195
49730 60661 689216196
34321 13897 978541897
56429 21694 94532386
51439 50293 978944066
60982 44216 297203284
6074 60307 233222359
42161 18760 605120957
31137 17898 521303317
47429 50031 440223447
8871 17549 399345522
16124 15764 700606440
62108 8010 793010423
21821 52339 290643668
60130 15888 731217474
30091 47445 921249163
16954 67814 784897463
1348 14257 723534609
7982 17958 864793329
18914 45299 345552911
69201 39674 917997443
60108 21324 327176355
44241 50078 358422963
24293 21139 960113452
10768 4764 704556580
34544 63850 954920703
60501 5207 314020569
5720 2227 105309843
55443 3311 704231593
20126 49468 470646126
37546 59462 874967903
21512 42657 853222307
49080 19714 904337989
59715 69021 369923499
62838 9186 377364676
64145 28296 107304582
5718 23749 55018167
12209 418 752618876
50656 58661 472820663
10011 32259 755586508
38580 39035 65499820
15903 10834 549330816
65032 55513 19656732
9937 65353 960091664
9254 51842 95977655
7081 54686 893789620
23571 5872 774849606
7561 60822 952563263
39922 44830 15764897
40630 34456 165787959
5297 24396 328161984
28985 69796 116153716
60718 52555 180367228
42805 9380 277626209
12814 37886 354974080
69688 44709 225998219
69471 4790 892784263
58929 60723 29871298
54635 67219 467133448
22950 45037 269979661
17565 67963 74380748
52533 25128 144710075
64129 69483 264563629
30581 2936 752778300
17953 5042 936144943
3999 53695 759352927
68805 36500 405134563
14504 41653 131719605
16451 65722 624512900
20222 37863 257873030
17124 68745 492361621
19832 8061 553132785
6720 38518 622160609
63141 40538 659180791
48670 36559 229569345
14005 37756 188862676
6490 65917 224867494
31587 3086 43974058
16260 30848 409687318
48223 41631 321708923
60836 3155 968999237
57523 69154 980146985
64800 15551 685836226
4208 45382 35565507
65600 63107 172315857
57193 68121 955387552
56589 64541 430100566
52388 27071 717135590
17971 45770 184518955
31772 68684 408147005
7458 47656 559385026
38029 51831 893276278
47342 49142 712229628
3388 17006 274422561
48883 19117 143981707
27405 42895 82408556
67861 58056 548733854
53844 5349 842315110
24543 61224 16926459
21329 51889 148020767
67818 47314 910881881
49205 61293 799478174
37803 49651 917610650
44257 60899 164946876
58899 59092 959697159
21729 40498 497794091
61015 62278 630310994
38623 3833 894456315
12602 25703 559095789
7817 17287 485764527
20070 39808 62289467
4158 36339 538118486
57220 59282 501263609
15083 21913 340647004
38077 19968 929110035
22990 39298 152804568
67930 50181 742289983
35990 7779 509126890
245 25073 952678201
62992 50426 692154805
56353 22458 747047423
45274 20401 4167562
6198 47847 188454590
16563 16448 350776253
21678 55544 894028873
6156 68632 564450293
26740 3409 845243867
41615 1072 975051859
63816 32363 847368592
45931 23027 632468608
22538 54529 847722989
2256 38947 670031366
50249 29961 921708825
26738 29571 499580180
55383 5415 385725055
6099 60514 537000485
10330 18286 440656764
63478 60517 585419414
32752 43958 636786667
38474 25406 315989286
31551 42969 553707530
39059 36328 772549195
66741 48657 933330598
51975 18214 199746217
69328 32030 564732887
36472 65140 330540580
69386 54132 466697015
17981 9506 732803700
48698 48758 184944344
52104 13610 699256125
14287 7867 542896548
48115 56998 521741577
55443 57354 442123147
2239 6148 719236615
58998 18342 830048868
57922 58422 887106184
24746 15260 137254153
33249 39352 629314538
35200 55335 634700432
44906 3253 620043684
43227 8695 807058406
59487 27067 913268758
22101 49713 729389476
57460 68000 886362513
10963 54527 198900719
37656 37354 509456666
8933 818 409082856
15769 36075 996823348
43837 39025 474989589
47024 58779 155179471
68805 39545 369072720
14817 23481 236532173
64551 43537 85274596
44654 26062 88668537
42702 36267 269029688
12710 23238 92910066
64704 32184 660806199
39853 29584 225306783
41206 10856 382126970
9029 2426 178486148
10579 10037 664504977
9339 24995 897774070
22252 63280 566877032
56422 59813 507736301
40848 12990 421447991
1215 34143 652694196
11640 17094 157662048
5480 11073 170608574
59030 27754 459125230
24021 16684 399006663
6404 8260 482757436
29551 59375 681211356
48587 47703 539949026
67267 38322 351134095
26903 12934 476878593
4362 56613 539656471
30878 28356 762572899
67222 64966 2573538
54603 20732 171734691
867 52064 132950449
26411 24642 532468466
2831 34887 121976975
61712 30168 376636895
18482 26268 846668884
19868 32104 584053721
820 14858 977365985
46610 33281 489200255
25683 21683 135051709
27005 50218 292152753
22647 39715 356668387
8396 28666 899015770
13492 69780 246772021
45424 41573 549915662
7178 47629 840664175
15392 15170 126931335
69543 54357 45357810
27043 58092 875996147
1915 35828 547991023
35534 24077 300139446
57706 64325 268492425
39886 14733 491204878
5346 46933 660933881
20899 53551 680828363
20941 14643 469895267
39990 29195 265410429
7089 31130 147233830
11394 35569 365394863
14643 11620 302660551
62677 22084 935545185
19412 60817 777457754
35420 57244 550495728
29193 15253 282363637
48391 16648 28022088
54437 65210 947543550
16733 61703 776346028
62376 45872 92386485
10426 60167 714497052
53261 31476 400141770
49101 46331 759457603
61629 49493 47854198
7110 16639 339187424
26004 42733 123077606
18796 53294 25567637
51969 19425 436448852
14264 61400 308325032
51918 56793 3559226
62519 21227 127613557
42796 45099 707523125
30934 11320 570778554
51198 45469 734473249
4994 35308 487704847
55395 24481 375726238
55443 10738 80848990
37341 39986 116513595
10772 7595 110423316
50427 1677 104563204
62240 49750 976921017
43049 37079 396560299
49652 32713 79081853
35186 1650 514318588
30796 65407 784641690
43018 66746 883247819
12222 32650 986649961
41184 67121 728121910
67372 35369 945002812
62933 3171 524071964
54256 49772 27982933
24922 52595 113710123
1844 40484 308051586
13617 27571 376376633
36399 46744 686442117
2856 30089 134557730
64466 62220 518399178
44302 67619 88917186
27159 66070 491574963
16634 60761 327932403
55563 61215 473655045
42082 22103 485083179
54307 7426 17476861
18224 48075 808573785
55741 20740 802549008
52458 7156 382405065
55248 34232 726041838
9111 25572 56816726
19071 46250 305456509
50542 68785 618822452
61324 44569 504722521
54855 48191 184302003
44381 18747 842080960
36404 10370 898382818
42596 21398 630736251
55507 16764 689699561
39072 21011 201921637
18694 3168 262277857
31522 5627 892561257
51948 19444 368762134
55803 38180 291022641
46712 15296 787798427
27642 44954 178070386
2930 3672 377218883
64102 37164 518117291
67082 46073 595586060
23058 34152 892697884
12451 49141 667071659
35413 16273 394194009
20172 26186 672146840
22858 7505 151590518
11584 4529 406998356
37587 4705 853456964
4744 52352 975969205
25262 59698 70725143
55713 12827 173345137
50635 25077 63518776
58152 1394 975528198
30956 14697 755617478
60576 46675 837230739
11207 15983 421946627
13054 8785 220132697
22674 6247 93674639
53548 8577 506233813
55233 25455 374747387
68359 56116 881384874
5734 29710 803171335
40952 54634 288500383
16892 14274 351455081
14271 33948 678601473
6584 46417 634972406
47139 44491 772324363
33854 5975 64173473
56929 43180 781274615
32433 57748 203448572
4669 20722 273849351
13598 869 757731942
34602 29642 211890536
19572 46235 553879169
64104 64846 771753995
8718 36605 639675892
38746 23240 955797310
69238 38409 603038531
11949 12833 743285853
33355 14982 413831392
45123 39827 569364828
61568 49830 890285622
30693 32251 368222328
4161 14305 183513965
21695 37654 431004144
23480 2711 691132323
28937 51351 943795830
11078 46971 778969972
27083 34614 927980658
9060 4795 162410181
45770 9859 950901507
69710 29691 148379468
64402 16563 93210052
68724 62089 100204473
51708 23061 688874133
8384 43936 300246286
57703 11715 9553926
47006 30943 134771331
36137 67620 901824656
34684 33484 186675516
50894 53578 547768699
18183 30120 552339245
51755 10239 15273814
67894 62353 248413220
14858 56361 472975642
50303 26884 985262595
12697 52087 413448429
20855 17049 695059245
37784 35040 179314906
306 24367 856453072
54087 29574 324509718
60939 50726 165584223
52669 49348 71440148
4973 38145 759694439
11260 231 446082618
9381 28915 977042336
38563 46185 769911516
50960 30451 395433581
55630 11495 837756206
26653 13298 314575059
35827 34053 507117784
7094 23668 228521784
28965 51147 637575933
67990 41626 654030787
36211 51666 632413858
40948 14863 677392723
38409 39633 344002089
40070 25448 681046984
29075 29339 613067072
63807 40159 302325003
21688 15496 156005740
9086 26206 483001529
44669 16003 735932890
48292 52751 234225009
63082 39853 654693423
10381 5424 934357505
28669 57973 578507076
